id,bim360_account_id,name,start_date,end_date,type,value,currency,status,job_number,address_line1,address_line2,city,state_or_province,postal_code,country,timezone,construction_type,contract_type,business_unit_id,last_sign_in,created_at
e719ca11-ee33-4799-bcfa-dc7fa41d5909,49df69ab-c266-4d49-951c-031b16f7a31f,WU-Brookings,Sun Jan 01 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 31 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Demonstration Project,1,USD,archived,,,,,,,US,America/New_York,New Construction,,,,Tue Jan 31 2017 17:02:49 GMT+0000 (Coordinated Universal Time)
0f51e67f-1657-4796-b07e-68a259cc35dc,49df69ab-c266-4d49-951c-031b16f7a31f,TEST,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,0,USD,active,,,,,,,US,,,,,,Wed Aug 24 2016 01:54:24 GMT+0000 (Coordinated Universal Time)
57699037-af81-47f1-aae0-c682a641e267,49df69ab-c266-4d49-951c-031b16f7a31f,10102490-WU 560 Garage,Tue Sep 12 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Thu Sep 06 2018 00:00:00 GMT+0000 (Coordinated Universal Time),Parking Structure / Garage,8000000,USD,archived,10102490,,,,,,US,America/New_York,New Construction,Design-Bid-Build,a6bb3db3-c3d5-11e2-a4be-02cc3afa57bd,Wed May 30 2018 03:15:34 GMT+0000 (Coordinated Universal Time),Tue Sep 12 2017 19:05:52 GMT+0000 (Coordinated Universal Time)
de0c8b73-b71c-4171-a7d1-0287d8bcc8d4,49df69ab-c266-4d49-951c-031b16f7a31f,BF0604343_SRMG_Bloomberg_Dubai,Tue Feb 05 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Wed Apr 01 2020 00:00:00 GMT+0000 (Coordinated Universal Time),Office,,USD,archived,,,,,,,US,America/New_York,Renovation,,,Mon Mar 04 2019 03:56:34 GMT+0000 (Coordinated Universal Time),Tue Feb 05 2019 21:23:44 GMT+0000 (Coordinated Universal Time)
0e7a81d3-326c-4a16-8690-9d0e188c4c99,49df69ab-c266-4d49-951c-031b16f7a31f,Prolog Project,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:24 GMT+0000 (Coordinated Universal Time)
2ad44579-bf39-4036-9dc7-97053de7b347,49df69ab-c266-4d49-951c-031b16f7a31f,601-02644 CenterPointe Hospital Remodel,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,0,USD,archived,,,,,,,US,,,,,,Wed Aug 24 2016 01:54:16 GMT+0000 (Coordinated Universal Time)
13c2facb-57eb-4550-9725-6ecd105bf244,49df69ab-c266-4d49-951c-031b16f7a31f,10101274 - Project Logan,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,0,USD,archived,,,,,,,US,,,,,,Wed Aug 24 2016 01:52:34 GMT+0000 (Coordinated Universal Time)
1f92d23b-7863-49f5-a931-51aafb968fe2,49df69ab-c266-4d49-951c-031b16f7a31f,Centene Pedestrian Bridge,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:18 GMT+0000 (Coordinated Universal Time)
2f7996f5-0b76-4f5f-ab14-bfc55b8040fb,49df69ab-c266-4d49-951c-031b16f7a31f,zzSample - Power Plant,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Power Plants,900000000,USD,archived,,,,,,01803,US,America/New_York,,,,,Thu Aug 27 2015 03:03:24 GMT+0000 (Coordinated Universal Time)
373096cf-bb05-4c80-8cfe-aa4f978ef5d0,49df69ab-c266-4d49-951c-031b16f7a31f,00000_Mercy_Hospital_Springfield_Pharmacy,Thu May 16 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Sat May 16 2020 00:00:00 GMT+0000 (Coordinated Universal Time),Hospital,1000000,USD,active,Unknown,1235 E. Cherokee St.,,Springfield,MO,65804,US,America/Chicago,Renovation,Construction Management (CM) at Risk,f2898648-2a85-4166-9425-96bb33eaa6d4,Fri Jun 07 2019 14:47:15 GMT+0000 (Coordinated Universal Time),Wed May 15 2019 20:03:49 GMT+0000 (Coordinated Universal Time)
4f4c6380-f01d-42da-b52b-60059a908bc3,49df69ab-c266-4d49-951c-031b16f7a31f,4-15 Test,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,,US,America/New_York,,,,,Thu Aug 27 2015 03:02:42 GMT+0000 (Coordinated Universal Time)
53c26de0-3b8c-45a4-89c7-581aed8e0f9e,49df69ab-c266-4d49-951c-031b16f7a31f,zz Jeff's Test Project,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,01803,US,America/New_York,,,,,Thu Aug 27 2015 03:02:47 GMT+0000 (Coordinated Universal Time)
552697e2-6f49-4373-a4f4-02d87644f893,49df69ab-c266-4d49-951c-031b16f7a31f,601-01709_RGA_2,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,0,USD,archived,,,,,,,US,,,,,,Wed Aug 24 2016 01:54:02 GMT+0000 (Coordinated Universal Time)
6d4f3c5a-234e-4998-8460-4e712be766a3,49df69ab-c266-4d49-951c-031b16f7a31f,602-01454 Orange Regional Medical Center,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,0,USD,archived,,,,,,,US,,,,,,Wed Aug 24 2016 01:54:17 GMT+0000 (Coordinated Universal Time)
73ed54ee-b3d8-4a59-9a25-e6ea0c31b440,49df69ab-c266-4d49-951c-031b16f7a31f,USAA 700 Spec Georgia Pacific,Sun Oct 16 2011 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Warehouses,2040949,USD,archived,,,,,,,US,America/New_York,,,,,Thu Aug 27 2015 03:02:55 GMT+0000 (Coordinated Universal Time)
682b9712-55e6-4676-9d60-9f0d614046cd,49df69ab-c266-4d49-951c-031b16f7a31f,VDC_3DR_TESTBED,Fri Apr 01 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue May 31 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Training Project,20000,USD,inactive,201601,,,St.Louis,MO,63114,US,America/Chicago,,Design-Bid,a6bb3db3-c3d5-11e2-a4be-02cc3afa57bd,Tue Jan 10 2017 18:55:04 GMT+0000 (Coordinated Universal Time),Wed Apr 20 2016 05:00:42 GMT+0000 (Coordinated Universal Time)
af5bf1ab-a46f-4d34-9971-aacaa97eb49e,49df69ab-c266-4d49-951c-031b16f7a31f,10102593-Project_Ocean,Tue Oct 04 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Sat Oct 29 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Warehouse (non-manufacturing),34000000,USD,archived,,23534 South Central Avenue,,University Park,IL,60484,US,America/Chicago,New Construction,,39f43f7d-1eee-11e3-89a6-02cc3afa57bd,,Tue Oct 04 2016 17:20:31 GMT+0000 (Coordinated Universal Time)
79427baf-78fb-4dcc-9751-2d78364118f5,49df69ab-c266-4d49-951c-031b16f7a31f,101-01976 World Wide Technology,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,65000000,USD,archived,,,,,,,US,,,,,,Wed Aug 24 2016 01:53:14 GMT+0000 (Coordinated Universal Time)
7f2472c2-64f9-47bb-8dcd-56c5a3114f30,49df69ab-c266-4d49-951c-031b16f7a31f,601-01544 Pre-Flight Phoenix,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,0,USD,archived,,,,,,,US,,,,,,Wed Aug 24 2016 01:54:01 GMT+0000 (Coordinated Universal Time)
18c05a50-6df1-4364-b904-295abbb9faa5,49df69ab-c266-4d49-951c-031b16f7a31f,MS Quincy,Fri Jun 01 2018 00:00:00 GMT+0000 (Coordinated Universal Time),Sat Aug 01 2020 00:00:00 GMT+0000 (Coordinated Universal Time),Data Center,,USD,archived,10103668,,,,,,US,America/New_York,New Construction,Design-Bid-Build,c90a5237-c3d5-11e2-a4be-02cc3afa57bd,Mon Jun 25 2018 15:42:17 GMT+0000 (Coordinated Universal Time),Thu Jun 14 2018 15:54:10 GMT+0000 (Coordinated Universal Time)
910b0da7-9fd8-4742-9495-3b9932e09df7,49df69ab-c266-4d49-951c-031b16f7a31f,Marion County Savings Bank,Mon Apr 16 2012 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Office & Bank Buildings,831555,USD,archived,,,,,,63114,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:24 GMT+0000 (Coordinated Universal Time)
a54a361a-4257-4a94-aef7-35a6cb451d25,49df69ab-c266-4d49-951c-031b16f7a31f,Chevron NOVA,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,63114,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:15 GMT+0000 (Coordinated Universal Time)
cd781e75-69f2-4489-a35d-62e17b4d3385,49df69ab-c266-4d49-951c-031b16f7a31f,60102962_NYLO_Plano_Renovation,Mon Mar 05 2018 00:00:00 GMT+0000 (Coordinated Universal Time),Fri Aug 03 2018 00:00:00 GMT+0000 (Coordinated Universal Time),Hotel / Motel,1,USD,inactive,60102962,,,,TX,,US,America/Denver,Renovation,Design-Bid-Build,c90a5237-c3d5-11e2-a4be-02cc3afa57bd,Fri Apr 20 2018 18:57:37 GMT+0000 (Coordinated Universal Time),Mon Mar 05 2018 15:24:03 GMT+0000 (Coordinated Universal Time)
d4291511-06a7-494e-990c-104fb5feba92,49df69ab-c266-4d49-951c-031b16f7a31f,99999999_Molamphy Pfizer Docs Demo,Sat Nov 05 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Sat Dec 31 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Demonstration Project,1,USD,inactive,,,,,,,US,America/Chicago,,,,Fri Feb 16 2018 11:23:02 GMT+0000 (Coordinated Universal Time),Sun Nov 06 2016 23:31:42 GMT+0000 (Coordinated Universal Time)
83f7f55e-2e7c-42fa-a76f-3821adaee234,49df69ab-c266-4d49-951c-031b16f7a31f,Test_DocsFolderCopy,Thu Feb 01 2018 00:00:00 GMT+0000 (Coordinated Universal Time),Fri Feb 02 2018 00:00:00 GMT+0000 (Coordinated Universal Time),Convention Center,0,USD,inactive,,,,,,,US,America/New_York,,,,Mon Mar 19 2018 14:31:19 GMT+0000 (Coordinated Universal Time),Thu Feb 01 2018 19:02:39 GMT+0000 (Coordinated Universal Time)
c47c08c2-8e7c-4a0a-96a4-55d897b40a74,49df69ab-c266-4d49-951c-031b16f7a31f,99999999_Molamphy Docs Demo 1,Fri Dec 18 2015 00:00:00 GMT+0000 (Coordinated Universal Time),Thu Dec 31 2015 00:00:00 GMT+0000 (Coordinated Universal Time),Office,1,USD,inactive,,,,,,,US,America/Chicago,,,,Wed Jul 19 2017 17:06:44 GMT+0000 (Coordinated Universal Time),Fri Dec 18 2015 22:55:10 GMT+0000 (Coordinated Universal Time)
d00a643e-5d16-47b3-8d7d-537a82b0219c,49df69ab-c266-4d49-951c-031b16f7a31f,NPCF - Reconfiguration,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,63114,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:08 GMT+0000 (Coordinated Universal Time)
d22d816c-ae17-4fef-b257-a347099230a1,49df69ab-c266-4d49-951c-031b16f7a31f,Thompson Coburn (STL),Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,,US,America/New_York,,,,,Thu Aug 27 2015 03:03:03 GMT+0000 (Coordinated Universal Time)
d33f6597-c111-42c7-9b43-cfc8a3a11828,49df69ab-c266-4d49-951c-031b16f7a31f,"ESI 4 at NPBC1 - Xyrem, Card, and Corporate Mail Facility",Mon Jun 06 2011 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Other Commercial Buildings,1800000,USD,archived,,,,,,,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:38 GMT+0000 (Coordinated Universal Time)
dc1515f2-7051-4718-8545-3725d990e223,49df69ab-c266-4d49-951c-031b16f7a31f,017_Clayco_Lobby,Tue Aug 23 2016 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Office,0,USD,archived,,,,,,,US,,,,,,Wed Aug 24 2016 01:54:25 GMT+0000 (Coordinated Universal Time)
ea4fd27c-cde3-4b66-bd6c-42917649d07e,49df69ab-c266-4d49-951c-031b16f7a31f,TESTCHECKLIST,Fri Sep 13 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Fri Sep 27 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Convention Center,,USD,archived,,,,,,,US,America/New_York,,,,,Fri Sep 13 2019 12:55:28 GMT+0000 (Coordinated Universal Time)
ebb42ac0-c1d9-498b-87e2-d62898e16fdc,49df69ab-c266-4d49-951c-031b16f7a31f,CACI Tenant Improvement,Tue May 15 2012 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Office & Bank Buildings,560000,USD,archived,,,,,,63114,US,America/Chicago,,,,,Thu Aug 27 2015 03:02:47 GMT+0000 (Coordinated Universal Time)
f4d01742-1072-4bf8-b818-5e2d263f7834,49df69ab-c266-4d49-951c-031b16f7a31f,WU Lab Fit Out,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),default,0,USD,archived,,,,,,63114,US,America/Chicago,,,,,Thu Aug 27 2015 03:02:40 GMT+0000 (Coordinated Universal Time)
4f8d47d7-c28a-4e4b-bb60-3812e9966c47,49df69ab-c266-4d49-951c-031b16f7a31f,120_NORTH_TOWER_SCAN,Mon Apr 24 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Mon May 08 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Hospital,67000,USD,active,,,,,,,US,America/New_York,New Construction,Construction Management (CM) at Risk,,Wed Mar 28 2018 14:33:25 GMT+0000 (Coordinated Universal Time),Mon May 01 2017 12:39:05 GMT+0000 (Coordinated Universal Time)
764f3519-6fc2-40de-acd2-e71275aa84e9,49df69ab-c266-4d49-951c-031b16f7a31f,00000_MODEL_COORD_TEST,Thu Sep 26 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Sep 30 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Template Project,0,USD,active,,,,,,,US,America/New_York,New Construction,,,Thu Oct 17 2019 20:37:07 GMT+0000 (Coordinated Universal Time),Thu Sep 26 2019 20:28:52 GMT+0000 (Coordinated Universal Time)
0439fa82-a43b-41c1-8b53-790c0e3a0238,49df69ab-c266-4d49-951c-031b16f7a31f,00-03925.260-000_FH_Fisher Hall,Mon May 06 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Wed Aug 14 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Dormitory,500000,USD,archived,10103710,,,University Park,PA,16802,US,America/New_York,Renovation,Design-Bid,,,Tue Apr 16 2019 13:28:26 GMT+0000 (Coordinated Universal Time)
fc336e45-8bce-492f-bec4-cc106c486b3b,49df69ab-c266-4d49-951c-031b16f7a31f,gffgd,Wed May 10 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Wed May 31 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Office,454,USD,inactive,,,,,,,US,America/New_York,,,,,Tue May 30 2017 19:29:12 GMT+0000 (Coordinated Universal Time)
451853c7-a8ec-432d-b0b1-904e5db811c8,49df69ab-c266-4d49-951c-031b16f7a31f,Ventana - Test Project,Thu Apr 11 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Fri Apr 12 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Hotel / Motel,,USD,active,,,,,,,US,America/New_York,,,,Thu Apr 11 2019 19:21:48 GMT+0000 (Coordinated Universal Time),Thu Apr 11 2019 18:41:30 GMT+0000 (Coordinated Universal Time)
157062e1-96f8-41a0-91cd-165759e5ae03,49df69ab-c266-4d49-951c-031b16f7a31f,10101234-VDC_Training_TEST,Thu Feb 14 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Dec 31 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Parking Structure / Garage,1,USD,active,,,,,,,US,America/Chicago,New Construction,Design-Bid,39f43f7d-1eee-11e3-89a6-02cc3afa57bd,Thu Feb 14 2019 19:39:34 GMT+0000 (Coordinated Universal Time),Thu Feb 14 2019 19:32:54 GMT+0000 (Coordinated Universal Time)
3f015dbe-e53c-4640-a5e1-c4d54a777c92,49df69ab-c266-4d49-951c-031b16f7a31f,15089-Mercy_Springfield_Heart_Hospital,Fri Feb 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Sat Feb 01 2020 00:00:00 GMT+0000 (Coordinated Universal Time),Hospital,1,USD,archived,15089,,,Springfield,MO,,US,America/Chicago,Renovation,Design-Bid-Build,1f3be48b-1eef-11e3-89a6-02cc3afa57bd,Mon Feb 25 2019 15:00:56 GMT+0000 (Coordinated Universal Time),Fri Feb 01 2019 19:22:51 GMT+0000 (Coordinated Universal Time)
63fccb44-f97e-4c41-bf16-88dc079c7b1b,49df69ab-c266-4d49-951c-031b16f7a31f,dddd,Wed Oct 18 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Fri Oct 27 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Data Center,11,USD,inactive,,,,,,,US,America/New_York,,,,,Wed Oct 18 2017 13:14:42 GMT+0000 (Coordinated Universal Time)
d6d6b4ad-9a8f-4bcf-8093-c84205c219bc,49df69ab-c266-4d49-951c-031b16f7a31f,00-03925.276-000_JC_Johnston Commons Mech,Wed May 15 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Thu Aug 20 2020 00:00:00 GMT+0000 (Coordinated Universal Time),Dormitory,100000,USD,active,10103710,201,,University Park,PA,16802,US,America/New_York,Renovation,Design-Bid,,,Tue Apr 16 2019 13:09:27 GMT+0000 (Coordinated Universal Time)
2ed19458-853e-4cef-92a8-6463f4bb88a9,49df69ab-c266-4d49-951c-031b16f7a31f,00-05289.276-000_JC_Johnston Commons Office,Fri Mar 08 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Wed Jul 31 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Office,50000,USD,archived,10102850,,,University Park,PA,16802,US,America/New_York,Renovation,Design-Bid,,,Tue Apr 16 2019 13:20:02 GMT+0000 (Coordinated Universal Time)
b6a1e6c2-f62e-493d-ba6f-c28c84f4220b,49df69ab-c266-4d49-951c-031b16f7a31f,CenteneU_ToDo_List,Thu Aug 02 2018 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Mar 26 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Demonstration Project,,USD,archived,,,,,,,US,America/Chicago,,,,Fri Apr 12 2019 20:39:44 GMT+0000 (Coordinated Universal Time),Thu Aug 02 2018 17:33:47 GMT+0000 (Coordinated Universal Time)
5e336af4-cfd0-4903-b5e1-b0c76c349157,49df69ab-c266-4d49-951c-031b16f7a31f,ascw,Wed Aug 23 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Wed Aug 30 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Data Center,33,USD,inactive,,,,,,,US,America/New_York,,,,,Thu Aug 10 2017 14:55:27 GMT+0000 (Coordinated Universal Time)
3c3353a1-fb44-4df3-a04a-cf83749ca266,49df69ab-c266-4d49-951c-031b16f7a31f,P Street,Tue Aug 01 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Thu Oct 12 2017 00:00:00 GMT+0000 (Coordinated Universal Time),Office,500000000,USD,active,,,,,,,US,America/New_York,New Construction,,a6bb3db3-c3d5-11e2-a4be-02cc3afa57bd,Mon Sep 18 2017 15:37:20 GMT+0000 (Coordinated Universal Time),Sat Aug 19 2017 15:21:11 GMT+0000 (Coordinated Universal Time)
23865a86-556e-444f-b996-570438ea4357,49df69ab-c266-4d49-951c-031b16f7a31f,WUMC CRP - 50% Schematic Design,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Hospitals & Health Treatment Buildings,0,USD,archived,,,,,MO,,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:32 GMT+0000 (Coordinated Universal Time)
7ac4e647-831f-466f-9591-5847ef1903e5,49df69ab-c266-4d49-951c-031b16f7a31f,WUMC CRP - Existing Campus Information,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Hospitals & Health Treatment Buildings,0,USD,archived,,,,,MO,,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:29 GMT+0000 (Coordinated Universal Time)
bc7fc1c0-659e-4620-af8a-b52d98240cfb,49df69ab-c266-4d49-951c-031b16f7a31f,WUMC CRP - Concept Design,Fri Jan 01 1915 00:00:00 GMT+0000 (Coordinated Universal Time),Tue Jan 01 2115 00:00:00 GMT+0000 (Coordinated Universal Time),Hospitals & Health Treatment Buildings,0,USD,archived,,,,,MO,,US,America/Chicago,,,,,Thu Aug 27 2015 03:03:29 GMT+0000 (Coordinated Universal Time)
