id,bim360_account_id,name,trade,category,address_line1,address_line2,city,state_or_province,postal_code,country,phone,website_url,description,erp_id,tax_id,status,created_at,project_size,user_size,custom_properties
add8ccc6-e5d2-44ad-a5c6-91c84bdb8254,49df69ab-c266-4d49-951c-031b16f7a31f,Giroux Glass,,,,,,,,US,,,,,,,Mon Mar 18 2019 13:39:04 GMT+0000 (Coordinated Universal Time),1,2,
ec1eaf41-c36c-4161-a6b4-c152a8b52345,49df69ab-c266-4d49-951c-031b16f7a31f,KC Coring & Cutting,Other,Subcontractor,,,,,,US,,,,,,,Tue May 16 2017 22:10:41 GMT+0000 (Coordinated Universal Time),3,0,
11482b3c-6a92-4ff8-b217-f6a5de40bb20,49df69ab-c266-4d49-951c-031b16f7a31f,Golden State Foods Corp,,Owner,Conyers,GA,30013,USA,,US,,,,,,,Sat May 21 2016 17:27:31 GMT+0000 (Coordinated Universal Time),2,0,
6d56f66a-37a2-46f1-8688-bb8d0408630f,49df69ab-c266-4d49-951c-031b16f7a31f,Thinc Design,,,,,,,,US,,,,,,,Thu Jan 10 2019 15:59:42 GMT+0000 (Coordinated Universal Time),1,1,
b3cf35d0-c6ad-434b-933c-d9b8b9bd8a7e,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2019-01-23 16:15:36 UTC 811e9764-3bb8-4141-9b83-02cd0b055906,,,,,,,,US,,,,,,deleted,Wed Jan 23 2019 16:12:31 GMT+0000 (Coordinated Universal Time),,,
e6b4a52a-8be0-4293-8324-2a13094e2333,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2019-09-04 18:30:58 UTC c64f1604-e0c9-4e77-8657-2c3e3b6e0df9,,,,,,,,US,,,,,,deleted,Tue Jul 30 2019 17:21:49 GMT+0000 (Coordinated Universal Time),,,
74a76e21-ab6a-4d21-b446-74db8d8ef735,49df69ab-c266-4d49-951c-031b16f7a31f,Focal Pointe,,,,,,,,US,,,,,,,Wed Dec 11 2019 15:23:15 GMT+0000 (Coordinated Universal Time),1,0,
392887bc-eb19-40cf-8684-50e403850b36,49df69ab-c266-4d49-951c-031b16f7a31f,Wies,Drywall,Subcontractor,11767 Lackland Road,,St. Louis,MO,63146,US,314-432-5040,,,,,,Thu Aug 27 2015 02:31:32 GMT+0000 (Coordinated Universal Time),1,0,
c4536be2-c734-415f-9e62-ad44a200f8cd,49df69ab-c266-4d49-951c-031b16f7a31f,Tymor Consulting,,,,,,,,US,,,,,,,Fri Jan 04 2019 17:31:28 GMT+0000 (Coordinated Universal Time),1,1,
61a776b7-509c-4aea-991c-8c6c970c3487,49df69ab-c266-4d49-951c-031b16f7a31f,BJC Planning Design and Construction,Other,Other,,,,,,US,,,,,,,Thu Aug 27 2015 02:30:45 GMT+0000 (Coordinated Universal Time),4,0,
5c1264d6-9f31-40af-a24a-e414b3baffc2,49df69ab-c266-4d49-951c-031b16f7a31f,BJC,,Owner,,,,,,US,,,,,,,Thu Aug 27 2015 02:31:26 GMT+0000 (Coordinated Universal Time),4,1,
eec9f8f1-527e-46ff-b875-ba7572d297cd,49df69ab-c266-4d49-951c-031b16f7a31f,JNE Consulting,,,,,,,,US,,,,,,,Wed Sep 11 2019 17:42:52 GMT+0000 (Coordinated Universal Time),1,2,
427ec8b4-d6ff-4c8d-9fc7-de6c966b82f5,49df69ab-c266-4d49-951c-031b16f7a31f,"Von Alst Operating, LLC",Finishes,sub contractor,,,,,,US,,,,,,,Mon Feb 04 2019 15:52:22 GMT+0000 (Coordinated Universal Time),1,1,
ed67ac4f-5dda-4652-8b38-fb3019a8357e,49df69ab-c266-4d49-951c-031b16f7a31f,Clayco Realty Group,Other,Subcontractor,2199 Innerbelt Business Drive,,St. Louis,MO,63114,US,314-429-5100,,,,,,Thu Aug 27 2015 02:34:50 GMT+0000 (Coordinated Universal Time),10,0,
a2eb7fbb-e1f1-40bf-8173-daa715a3a1ce,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2020-01-03 21:18:22 UTC d428b6c4-c984-4756-947e-016e2064e790,,,,,,,,US,,,,,,deleted,Thu Jan 10 2019 15:59:55 GMT+0000 (Coordinated Universal Time),,,
8c4340d5-23f5-4a64-bdf2-d944202c899a,49df69ab-c266-4d49-951c-031b16f7a31f,Martin + Murray Installation,,,"520 Folly Road Suite P #338 Charleston, SC 29412 US",,,,,US,843-817-8366,,,,,,Thu Jan 21 2016 14:39:38 GMT+0000 (Coordinated Universal Time),1,0,
318c0cb6-b470-4011-b1fe-467a6fa70ef3,49df69ab-c266-4d49-951c-031b16f7a31f,Advantage Dirt Contractors,,,,,,,,US,,,,,,,Wed Mar 06 2019 18:56:27 GMT+0000 (Coordinated Universal Time),1,0,
7cb228c0-28e4-450a-9366-86680f8bc5b5,49df69ab-c266-4d49-951c-031b16f7a31f,Jacobs,Construction Management,sub contractor,,,,,,US,,,,,,,Thu Oct 03 2019 13:10:45 GMT+0000 (Coordinated Universal Time),1,1,
2ff2b5ef-c12e-45f9-bc4e-d3abbe5292b7,49df69ab-c266-4d49-951c-031b16f7a31f,"Hemm's Glass Shops, Inc.",Subcontractor,,514 South Main Street,,Piqua,OH,45356,US,937-773-5591,www.hemmglass.com,,,,,Mon Dec 21 2015 15:26:58 GMT+0000 (Coordinated Universal Time),1,0,
318341fa-a4b0-4f04-8568-a4ac4e4a7a35,49df69ab-c266-4d49-951c-031b16f7a31f,HMA Consulting,,Consultant,,,,,,US,,,,,,,Thu Aug 27 2015 02:29:55 GMT+0000 (Coordinated Universal Time),3,4,
a950e50e-8fa8-4f9e-b6bb-646adcde8251,49df69ab-c266-4d49-951c-031b16f7a31f,"Brocon Construction, Inc.",Subcontractor,,2120 Hardy Parkway,,Grove City,OH,43123,US,614-871-7300,,,,,,Mon Dec 21 2015 15:26:56 GMT+0000 (Coordinated Universal Time),1,0,
acbe90fc-404d-4e96-ab31-fc6df46dbc4a,49df69ab-c266-4d49-951c-031b16f7a31f,"NorthPoint Development, LLC",Other,Subcontractor,"5015 NW Canal Street, Suite 200",,Riverside,MO,64150,US,816-888-7641,www.beyondthecontract.com,,,,,Thu Aug 27 2015 02:36:08 GMT+0000 (Coordinated Universal Time),4,0,
cc701627-9d85-421a-bb01-3500aed963cf,49df69ab-c266-4d49-951c-031b16f7a31f,STL Fabrications,,,,,,,,US,,,,,,,Mon Mar 18 2019 13:50:29 GMT+0000 (Coordinated Universal Time),1,1,
cb469528-e00d-4390-8fb3-f69f403dce2f,49df69ab-c266-4d49-951c-031b16f7a31f,Kent Companies,,,,,,,,US,,,,,,,Mon Sep 26 2016 11:47:53 GMT+0000 (Coordinated Universal Time),1,0,
87eb7db5-a424-4763-8354-86cec44cdbbb,49df69ab-c266-4d49-951c-031b16f7a31f,Muetzel Plumbing & Heating,,,"1661 Kenny Rd, Columbus, OH 43212",,,,,US,614-299-7700,,,,,,Thu Feb 25 2016 17:00:21 GMT+0000 (Coordinated Universal Time),1,0,
c5059e56-9e9a-475b-a9a8-7aed20d92bca,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-26 17:15:56 UTC c4cb96d6-a905-43f4-abc1-3960d575e7f0,,,,,,,,US,816-918-9917,,,,,deleted,Mon Sep 26 2016 13:17:48 GMT+0000 (Coordinated Universal Time),1,,
b70d7297-dc46-40f4-949c-b9cf017d4bce,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-26 18:12:12 UTC 0d0a5d4b-25cb-44dd-a9f9-644d698198df,,,,,,,,US,314-341-2100,,,,,deleted,Mon Sep 26 2016 13:15:38 GMT+0000 (Coordinated Universal Time),2,,
0c0d11bb-d8d6-4fff-b904-2fba8ae23336,49df69ab-c266-4d49-951c-031b16f7a31f,Lane's Pest Elimination,,,,,,,,US,843-760-1199,,,,,,Tue Dec 22 2015 15:15:51 GMT+0000 (Coordinated Universal Time),1,0,
51829d1e-8133-47c7-9656-ec63048ae2fa,49df69ab-c266-4d49-951c-031b16f7a31f,Savills Studley,,,,,,,,US,,,,,,,Thu Sep 06 2018 17:18:56 GMT+0000 (Coordinated Universal Time),1,0,
b92dec6e-5670-48f5-bebf-bc478ae1b874,49df69ab-c266-4d49-951c-031b16f7a31f,Pilgrim Fence Company,,,,,,,,US,,,,,,,Mon Mar 18 2019 13:46:01 GMT+0000 (Coordinated Universal Time),1,1,
5bc7736b-79fd-46c1-b643-e8b7aba6cb99,49df69ab-c266-4d49-951c-031b16f7a31f,"Rogers Mechanical Plumbing, LLC",Subcontractor,,167 Liberty Road,,Villa Rica,GA,30180,US,770-456-6204,www.rmciga.com,,,,,Mon Dec 21 2015 15:27:00 GMT+0000 (Coordinated Universal Time),1,0,
7f208897-23e2-46e2-8b1e-d667b54b6970,49df69ab-c266-4d49-951c-031b16f7a31f,Southern California Grading,,,,,,,,US,,,,,,,Mon Mar 18 2019 13:48:58 GMT+0000 (Coordinated Universal Time),1,1,
881585b4-f947-4747-a619-107f91162581,49df69ab-c266-4d49-951c-031b16f7a31f,Suttles Plumbing & Mech. Corp.,,,,,,,,US,,,,,,,Mon Mar 18 2019 13:51:50 GMT+0000 (Coordinated Universal Time),1,0,
7102f563-7d86-4e14-9945-7ff129ff3514,49df69ab-c266-4d49-951c-031b16f7a31f,Enrique A. Cruz Masonry,,,,,,,,US,,,,,,,Mon Mar 18 2019 13:38:38 GMT+0000 (Coordinated Universal Time),1,1,
49360060-9d3f-4631-a9d1-05f6bf63fc6e,49df69ab-c266-4d49-951c-031b16f7a31f,HLB Lighting,Lighting,sub contractor,,,,,,US,,,,,,,Wed Dec 11 2019 15:50:06 GMT+0000 (Coordinated Universal Time),1,2,
bfbc544d-6b28-43ad-a5b0-01729a39bbe5,49df69ab-c266-4d49-951c-031b16f7a31f,Raymond Engineering,,,,,,,,US,912-349-3661,,,,,,Tue Dec 22 2015 15:29:29 GMT+0000 (Coordinated Universal Time),5,1,
9f8fffeb-5cc7-48b9-8801-8f8b7f979229,49df69ab-c266-4d49-951c-031b16f7a31f,Daniel Island Architectural Woodworking LLC,,,,,,,,US,843-566-1600,,,,,,Tue Dec 22 2015 15:30:47 GMT+0000 (Coordinated Universal Time),1,0,
f65d534a-0463-43f1-9143-c9818d3db4f5,49df69ab-c266-4d49-951c-031b16f7a31f,Low Country Door & Hardware,08,Supplier,500 A LaMesa Road,,Mt. Pleasant,SC,29464,US,843-884-8927,,Low Country Door & Hardware,,,,Thu Aug 27 2015 02:39:11 GMT+0000 (Coordinated Universal Time),4,0,
0bcc2f2b-9a03-498d-ba51-e42a39c4b5e6,49df69ab-c266-4d49-951c-031b16f7a31f,ELDECO,,,,,,,,US,,,,,,,Tue Aug 06 2019 20:14:24 GMT+0000 (Coordinated Universal Time),1,1,
9516d474-a58c-49cd-9eab-5b65628703e7,49df69ab-c266-4d49-951c-031b16f7a31f,American Fire Protection,,,,,,,,US,,,,,,,Tue Aug 06 2019 20:14:36 GMT+0000 (Coordinated Universal Time),1,0,
cbde4b11-4e82-466a-b86b-d24ff85c09d9,49df69ab-c266-4d49-951c-031b16f7a31f,Paulson Cheek,,,,,,,,US,,,,,,,Tue Aug 06 2019 20:13:39 GMT+0000 (Coordinated Universal Time),1,1,
4da3164b-839f-4ec6-b70d-9cba75069ef9,49df69ab-c266-4d49-951c-031b16f7a31f,WN Kirkland,,,,,,,,US,,,,,,,Tue Aug 06 2019 20:14:03 GMT+0000 (Coordinated Universal Time),1,1,
4e8ebb0a-fa73-48ce-8f6f-b288a4ef1616,49df69ab-c266-4d49-951c-031b16f7a31f,GSI,,,,,,,,US,,,,,,,Fri Jun 21 2019 17:21:29 GMT+0000 (Coordinated Universal Time),1,0,
dc453162-8f1d-43eb-ba04-7e04a2e1aaa1,49df69ab-c266-4d49-951c-031b16f7a31f,Eberly & Associates,,,,,,,,US,,,,,,,Wed Sep 04 2019 21:15:43 GMT+0000 (Coordinated Universal Time),1,1,
2bd99f12-875e-4cbc-885b-0bbcadc8ff01,49df69ab-c266-4d49-951c-031b16f7a31f,"Uzun & Case Engineers, LLC",,Engineer,201 17th Street NW; Suite 1200,,Atlanta,GA,30363,US,,,,,,,Thu Aug 27 2015 02:30:33 GMT+0000 (Coordinated Universal Time),11,6,
a3ebd48e-1d1c-44f1-ab71-ea40ee736623,49df69ab-c266-4d49-951c-031b16f7a31f,Timbers-Kovar & Company,,,,,,,,US,,,,,,,Wed Aug 23 2017 23:42:58 GMT+0000 (Coordinated Universal Time),1,0,
76e480e5-4001-4662-91db-be89ea4616de,49df69ab-c266-4d49-951c-031b16f7a31f,Cabinet Toppers,,,,,,,,US,,,,,,,Wed Aug 23 2017 23:42:57 GMT+0000 (Coordinated Universal Time),1,0,
312e099c-6731-4f72-888e-11f14baf7901,49df69ab-c266-4d49-951c-031b16f7a31f,PACE PROPERTIES,,,,,,,,US,,,,,,,Thu Aug 16 2018 12:42:07 GMT+0000 (Coordinated Universal Time),1,0,
ad9a65d7-f241-4db5-b783-4554d953ec8e,49df69ab-c266-4d49-951c-031b16f7a31f,Ecube,Commissioning Agency,sub contractor,118 S. Clinton,Suite 650,Chicago,IL,60661,US,3124419610,http://www.ecube.com/,,,,,Wed Feb 06 2019 18:13:16 GMT+0000 (Coordinated Universal Time),1,1,
84240a87-517c-46bb-a5ce-e245cd1520cd,49df69ab-c266-4d49-951c-031b16f7a31f,TNA Sealants,,,,,,,,US,,,,,,,Tue Sep 13 2016 01:39:05 GMT+0000 (Coordinated Universal Time),2,0,
de58b130-244b-49eb-bc67-003c6461e68c,49df69ab-c266-4d49-951c-031b16f7a31f,Level Seven Facilities Services,,,,,,,,US,,,,,,,Fri Aug 18 2017 16:22:20 GMT+0000 (Coordinated Universal Time),1,0,
92df113b-ad8a-48d6-b03a-3caeb95d9ac7,49df69ab-c266-4d49-951c-031b16f7a31f,Carpetland USA,,,,,,,,US,,,,,,,Mon Mar 18 2019 15:09:10 GMT+0000 (Coordinated Universal Time),1,1,
c9f5b006-2d65-4816-b958-b838be830103,49df69ab-c266-4d49-951c-031b16f7a31f,Paul Reilly,,,,,,,,US,,,,,,,Tue Feb 05 2019 21:13:35 GMT+0000 (Coordinated Universal Time),1,1,
ee8d4c10-fd83-4263-b6dd-63b3b4d08868,49df69ab-c266-4d49-951c-031b16f7a31f,"Structural Enginuity, Inc",,,,,,,,US,,,,,,,Thu Feb 21 2019 21:18:05 GMT+0000 (Coordinated Universal Time),,,
4270f487-6bfb-431a-a069-a425f9e37336,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-26 16:57:25 UTC bf2cfcfe-0ede-47cd-809a-39b2ef06a618,,,,,,,,US,,,,,,deleted,Wed Sep 14 2016 16:27:36 GMT+0000 (Coordinated Universal Time),1,,
520cc112-e8c1-4fb4-9969-a712203aa0bc,49df69ab-c266-4d49-951c-031b16f7a31f,Landmark Credit Union,,,"506 W Fairchild Street, Danville, IL",,,,,US,(217) 442-9005,,,,,,Thu Jan 19 2017 16:52:50 GMT+0000 (Coordinated Universal Time),1,0,
fbd714a7-4c41-43d2-898a-9b25023a5294,49df69ab-c266-4d49-951c-031b16f7a31f,Electric Supply Company,,,,,,,,US,,,,,,,Tue May 01 2018 19:03:27 GMT+0000 (Coordinated Universal Time),1,3,
3fa60ee2-aa04-4811-8d4e-4fc30fe9a2e1,49df69ab-c266-4d49-951c-031b16f7a31f,"Worth & Company, Inc",,,,,,,,US,,,,,,,Tue May 30 2017 12:16:07 GMT+0000 (Coordinated Universal Time),5,1,
97f2054d-ffce-4e98-a60c-58cda5df98d6,49df69ab-c266-4d49-951c-031b16f7a31f,Precision Fenceworks,,,,,,,,US,,,,,,,Tue May 23 2017 15:21:01 GMT+0000 (Coordinated Universal Time),2,0,
3e109524-5676-4bfd-ae96-25c2fb2363c3,49df69ab-c266-4d49-951c-031b16f7a31f,"Modern Drywall, Inc.",Finishes | Drywall,sub contractor,,,,,,US,,,,,,,Tue Jan 29 2019 22:10:00 GMT+0000 (Coordinated Universal Time),2,3,
313f363f-fa1e-435d-a60c-aad14db03bec,49df69ab-c266-4d49-951c-031b16f7a31f,L,,,,,,,,US,,,,,,,Fri Oct 04 2019 15:59:45 GMT+0000 (Coordinated Universal Time),,,
553734d7-fa91-4c01-a679-dd21399f3555,49df69ab-c266-4d49-951c-031b16f7a31f,Davis Grading,,,,,,,,US,,,,,,,Tue Dec 15 2015 16:09:35 GMT+0000 (Coordinated Universal Time),1,0,
8804ec76-7739-4362-a988-6dafa8488089,49df69ab-c266-4d49-951c-031b16f7a31f,Kirlin Carolinas,,,,,,,,US,,,,,,,Tue Dec 15 2015 16:09:00 GMT+0000 (Coordinated Universal Time),2,0,
d928a7e5-89df-4b3c-b1fb-e788fddfe395,49df69ab-c266-4d49-951c-031b16f7a31f,True Engineering Group,"HVAC Heating, Ventilating, & Air Conditioning",sub contractor,3659 South Ave.,,Springfield,MO,65807,US,417-708-7025,www.true-mep.com,,,,,Fri Jun 21 2019 18:47:29 GMT+0000 (Coordinated Universal Time),,,
71e4006d-8071-43d9-a0b7-6659813e9d4f,49df69ab-c266-4d49-951c-031b16f7a31f,"Action Fence, Inc.",Exterior | Fences & Gates,Subcontractor,,,,,,US,,,,,,,Tue Jan 31 2017 18:42:32 GMT+0000 (Coordinated Universal Time),5,1,
8bb4820a-0ca3-46f9-83c2-72d71810079b,49df69ab-c266-4d49-951c-031b16f7a31f,Door Opening Resources,,,,,,,,US,,,,,,,Tue May 23 2017 15:21:18 GMT+0000 (Coordinated Universal Time),1,0,
76ab383a-e78d-4fd7-9216-d69d3d1dfd66,49df69ab-c266-4d49-951c-031b16f7a31f,Top Ridge Inc.,,,,,,,,US,,,,,,,Tue Mar 19 2019 14:08:23 GMT+0000 (Coordinated Universal Time),1,1,
0184c766-5499-4e10-891f-a7cbd4a39ce6,49df69ab-c266-4d49-951c-031b16f7a31f,Macri Concrete,,,,,,,,US,,,,,,,Wed Oct 16 2019 15:13:45 GMT+0000 (Coordinated Universal Time),1,1,
2468d086-fd50-47a2-8381-7c3389ae4630,49df69ab-c266-4d49-951c-031b16f7a31f,Von Kingston,,,,,,,,US,,,,,,,Wed Nov 13 2019 21:22:08 GMT+0000 (Coordinated Universal Time),1,0,
d803f379-e28f-47bc-888a-c0a150132dba,49df69ab-c266-4d49-951c-031b16f7a31f,Metro Glass,,,,,,,,US,,,,,,,Mon Apr 01 2019 22:45:59 GMT+0000 (Coordinated Universal Time),1,0,
5990a000-cbdb-45f5-b08e-af60cfcc1203,49df69ab-c266-4d49-951c-031b16f7a31f,Superior Masonry,,,,,,,,US,,,,,,,Mon Apr 01 2019 22:53:05 GMT+0000 (Coordinated Universal Time),1,1,
9cadf10b-1b68-41da-9660-88999aadc2d4,49df69ab-c266-4d49-951c-031b16f7a31f,Petty Group,,,,,,,,US,,,,,,,Thu Jan 04 2018 20:40:44 GMT+0000 (Coordinated Universal Time),1,0,
0d4b5128-4080-4d2f-9df5-b2b77f211bc4,49df69ab-c266-4d49-951c-031b16f7a31f,STL Fabricatio,,,,,,,,US,,,,,,,Mon Mar 18 2019 13:50:14 GMT+0000 (Coordinated Universal Time),,,
9deb06e0-93ff-4d58-87ee-b1085d6c59f2,49df69ab-c266-4d49-951c-031b16f7a31f,Sign Masters of Tyler,,,,,,,,US,,,,,,,Thu Nov 15 2018 02:56:23 GMT+0000 (Coordinated Universal Time),1,1,
58f71ac4-aefe-45aa-9ad3-2c3b4b600af7,49df69ab-c266-4d49-951c-031b16f7a31f,Flynn Bec LP,Moisture Protection | Waterproofing,sub contractor,,,,,,US,,,,,,,Tue Jan 29 2019 18:14:13 GMT+0000 (Coordinated Universal Time),2,1,
770145bb-7c14-493f-a125-01963518bd94,49df69ab-c266-4d49-951c-031b16f7a31f,LIFT-TECH,,,,,,,,US,248-561-3436,,,,,,Mon Feb 01 2016 14:45:37 GMT+0000 (Coordinated Universal Time),4,0,
85ee038e-e925-42da-a2b4-c0b38c6a5566,49df69ab-c266-4d49-951c-031b16f7a31f,Haris Engineering ,,,,,,,,US,,,,,,,Wed Nov 13 2019 21:59:36 GMT+0000 (Coordinated Universal Time),1,3,
c1ff1ee5-cd4d-40c0-8cb9-6cac89409cf4,49df69ab-c266-4d49-951c-031b16f7a31f,Metl-Fab,,,,,,,,US,402-991-5800,,,,,,Fri Jan 13 2017 20:32:46 GMT+0000 (Coordinated Universal Time),2,0,
4be807df-6b63-4951-bbff-aa527f816c87,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 19:13:18 UTC 5b4969f4-fe82-4359-b10d-b0fc0e3b4f64,,Other,55 East Monroe Street,,Chicago,IL,60603,US,312-855-0055,,,,,deleted,Thu Aug 27 2015 02:30:49 GMT+0000 (Coordinated Universal Time),1,,
5c853906-e288-4cc3-bd03-db2ac1208413,49df69ab-c266-4d49-951c-031b16f7a31f,Gorman-Lavelle Corporation,,,,,,,,US,,,,,,,Wed Oct 04 2017 22:35:23 GMT+0000 (Coordinated Universal Time),1,1,
f60e26b5-15f5-40c5-8623-055d9b6bbd69,49df69ab-c266-4d49-951c-031b16f7a31f,The K Company Inc.,,,,,,,,US,,,,,,,Wed Oct 04 2017 22:35:25 GMT+0000 (Coordinated Universal Time),1,0,
ca3e0d0e-4660-4376-9442-36f33f802669,49df69ab-c266-4d49-951c-031b16f7a31f,PCI,,,"6629 East Mission, Spokane, WA 99212",,,,,US,,,,,,,Sat Apr 27 2019 21:26:02 GMT+0000 (Coordinated Universal Time),1,2,
